state,date,crop_type,planted_area,production,temperature,humidity
Perak,1/1/17,spices,374.4,4426.4,27 ,86%
Perak,1/1/18,spices,427.1,4645.8,26 ,"	89%"
Perak,1/1/19,spices,372.9,3741.3,28 ,83%
Perak,1/1/20,spices,358.5,3469.9,28 ,82%
Perak,1/1/21,spices,387.7,3668.7,27 ,"	87%"
Perak,1/1/22,spices,430.5,2923.1,27 ,"	83%"
Perak,1/1/17,flowers,6529.2,107265.8,27 ,86%
Perak,1/1/18,flowers,6512,103631.2,26 ,"	89%"
Perak,1/1/19,flowers,6628.2,116983.6,28 ,83%
Perak,1/1/20,flowers,7191.9,120423.8,28 ,82%
Perak,1/1/21,flowers,7190,125308.4,27 ,"	87%"
Perak,1/1/22,flowers,6702.4,116765.5,27 ,"	83%"
Perlis,1/1/17,cash_crops,12.8,122,26 ,"	86%"
Perlis,1/1/18,cash_crops,29.7,339.3,26 ,"	85%"
Perlis,1/1/19,cash_crops,17.8,188.5,27 ,80%
Perlis,1/1/20,cash_crops,10.2,87.4,27 ,"	77%"
Perlis,1/1/21,cash_crops,43.8,235.7,"	26 ",85%
Perlis,1/1/22,cash_crops,63.3,214.6,27 ,81%
Perlis,1/1/17,coconut,401.3,2749.4,26 ,"	86%"
Perlis,1/1/18,coconut,400.6,2529.3,26 ,"	85%"
Perlis,1/1/19,coconut,429.6,3405,27 ,80%
Perlis,1/1/20,coconut,400,3360,27 ,"	77%"
Perlis,1/1/21,coconut,391.1,3133.8,"	26 ",85%
Perlis,1/1/22,coconut,575.7,4813.9,27 ,81%
Perlis,1/1/17,vegetables,3,384508,26 ,"	86%"
Perlis,1/1/18,vegetables,3,391430,26 ,"	85%"
Perlis,1/1/19,vegetables,3.1,398867,27 ,80%
Perlis,1/1/20,vegetables,3,303936,27 ,"	77%"
Perlis,1/1/21,vegetables,3.1,329974,"	26 ",85%
Perlis,1/1/22,vegetables,3.2,330634,27 ,81%
Perlis,1/1/17,fruits,4120.8,27847.9,26 ,"	86%"
Perlis,1/1/18,fruits,3662.7,24316.9,26 ,"	85%"
Perlis,1/1/19,fruits,2895.5,10580.9,27 ,80%
Perlis,1/1/20,fruits,1957.1,8631.3,27 ,"	77%"
Perlis,1/1/21,fruits,1485.6,6575.4,"	26 ",85%
Perlis,1/1/22,fruits,2266.3,7744.2,27 ,81%
Perlis,1/1/17,herbs,0.3,4.6,26 ,"	86%"
Perlis,1/1/18,herbs,1.6,12.1,26 ,"	85%"
Perlis,1/1/19,herbs,2.1,18.2,27 ,80%
Perlis,1/1/20,herbs,3.5,20.3,27 ,"	77%"
Perlis,1/1/21,herbs,8.4,52.8,"	26 ",85%
Perlis,1/1/22,herbs,6.8,5.7,27 ,81%
Perlis,1/1/17,industrial_crops,402.5,2797.4,26 ,"	86%"
Perlis,1/1/18,industrial_crops,405.1,2592,26 ,"	85%"
Perlis,1/1/19,industrial_crops,445.8,3470,27 ,80%
Perlis,1/1/20,industrial_crops,410.4,3399.3,27 ,"	77%"
Perlis,1/1/21,industrial_crops,393,3149.4,"	26 ",85%
Perlis,1/1/22,industrial_crops,615.6,4883.8,27 ,81%
Perlis,1/1/17,paddy,51531,231328,26 ,"	86%"
Perlis,1/1/18,paddy,51612,240615,26 ,"	85%"
Perlis,1/1/19,paddy,51612,209828,27 ,80%
Perlis,1/1/20,paddy,51598,203275,27 ,"	77%"
Perlis,1/1/21,paddy,60478,256034,"	26 ",85%
Perlis,1/1/22,paddy,60470,233781,27 ,81%
Perlis,1/1/17,spices,0.8,3.3,26 ,"	86%"
Perlis,1/1/18,spices,2.3,16.3,26 ,"	85%"
Perlis,1/1/19,spices,2.1,13,27 ,80%
Perlis,1/1/20,spices,0,0,27 ,"	77%"
Perlis,1/1/21,spices,0,0,"	26 ",85%
Perlis,1/1/22,spices,18,40.1,27 ,81%
Perlis,1/1/17,flowers,99.1,1288.1,26 ,"	86%"
Perlis,1/1/18,flowers,155.3,2206.3,26 ,"	85%"
Perlis,1/1/19,flowers,320.3,2350,27 ,80%
Perlis,1/1/20,flowers,265.6,2023.4,27 ,"	77%"
Perlis,1/1/21,flowers,403.6,1839.5,"	26 ",85%
Perlis,1/1/22,flowers,542.9,2310,27 ,81%
Pulau Pinang,1/1/17,cash_crops,91.4,834.5,27 ,82%
Pulau Pinang,1/1/18,cash_crops,123.8,1056.3,27 ,81%
Pulau Pinang,1/1/19,cash_crops,168.1,1656.3,29 ,"	71%"
Pulau Pinang,1/1/20,cash_crops,170.3,1674.7,29 ,70%
Pulau Pinang,1/1/21,cash_crops,197.9,1955.7,27 ,"	77%"
Pulau Pinang,1/1/22,cash_crops,157,1668.7,29 ,"	69%"
Pulau Pinang,1/1/17,coconut,48.5,248.4,27 ,82%
Pulau Pinang,1/1/18,coconut,37,227.8,27 ,81%
Pulau Pinang,1/1/19,coconut,40.2,263.1,29 ,"	71%"
Pulau Pinang,1/1/20,coconut,45,245.6,29 ,70%
Pulau Pinang,1/1/21,coconut,35.7,246.5,27 ,"	77%"
Pulau Pinang,1/1/22,coconut,12.3,77.8,29 ,"	69%"
Pulau Pinang,1/1/17,vegetables,4,92626,27 ,82%
Pulau Pinang,1/1/18,vegetables,4.1,94293,27 ,81%
Pulau Pinang,1/1/19,vegetables,4.1,96085,29 ,"	71%"
Pulau Pinang,1/1/20,vegetables,4,73217,29 ,70%
Pulau Pinang,1/1/21,vegetables,4.4,88480,27 ,"	77%"
Pulau Pinang,1/1/22,vegetables,4.5,89985,29 ,"	69%"
Pulau Pinang,1/1/17,fruits,2529.4,16590.8,27 ,82%
Pulau Pinang,1/1/18,fruits,2452.5,18214.8,27 ,81%
Pulau Pinang,1/1/19,fruits,2542.9,24072.2,29 ,"	71%"
Pulau Pinang,1/1/20,fruits,2619.5,23743.2,29 ,70%
Pulau Pinang,1/1/21,fruits,2525.4,22688.1,27 ,"	77%"
Pulau Pinang,1/1/22,fruits,2536.7,23911.1,29 ,"	69%"
Pulau Pinang,1/1/17,herbs,0.4,5.4,27 ,82%
Pulau Pinang,1/1/18,herbs,0,0,27 ,81%
Pulau Pinang,1/1/19,herbs,0,0,29 ,"	71%"
Pulau Pinang,1/1/20,herbs,0.1,0.8,29 ,70%
Pulau Pinang,1/1/21,herbs,0.5,2.1,27 ,"	77%"
Pulau Pinang,1/1/22,herbs,0.7,4.3,29 ,"	69%"
Pulau Pinang,1/1/17,industrial_crops,58.6,377.4,27 ,82%
Pulau Pinang,1/1/18,industrial_crops,44.7,264.3,27 ,81%
Pulau Pinang,1/1/19,industrial_crops,44.1,280.8,29 ,"	71%"
Pulau Pinang,1/1/20,industrial_crops,47.7,261.6,29 ,70%
Pulau Pinang,1/1/21,industrial_crops,40.3,278.8,27 ,"	77%"
Pulau Pinang,1/1/22,industrial_crops,14.1,86.9,29 ,"	69%"
Pulau Pinang,1/1/17,paddy,25564,146660,27 ,82%
Pulau Pinang,1/1/18,paddy,25564,133636,27 ,81%
Pulau Pinang,1/1/19,paddy,25564,128127,29 ,"	71%"
Pulau Pinang,1/1/20,paddy,24210,121594,29 ,70%
Pulau Pinang,1/1/21,paddy,24210,136919,27 ,"	77%"
Pulau Pinang,1/1/22,paddy,24210,122321,29 ,"	69%"
Pulau Pinang,1/1/17,spices,39.7,297.3,27 ,82%
Pulau Pinang,1/1/18,spices,40.6,242,27 ,81%
Pulau Pinang,1/1/19,spices,31.8,172.5,29 ,"	71%"
Pulau Pinang,1/1/20,spices,30.1,289.6,29 ,70%
Pulau Pinang,1/1/21,spices,42.8,282.2,27 ,"	77%"
Pulau Pinang,1/1/22,spices,35.6,285.6,29 ,"	69%"
Pulau Pinang,1/1/17,flowers,821,11218.1,27 ,82%
Pulau Pinang,1/1/18,flowers,923.4,10711.7,27 ,81%
Pulau Pinang,1/1/19,flowers,935.5,10985.8,29 ,"	71%"
Pulau Pinang,1/1/20,flowers,813.3,10323.6,29 ,70%
Pulau Pinang,1/1/21,flowers,996.6,12154.5,27 ,"	77%"
Pulau Pinang,1/1/22,flowers,687.1,8653.9,29 ,"	69%"
Sabah,1/1/17,cash_crops,2048.9,12515.7,28 ,81%
Sabah,1/1/18,cash_crops,1212.6,10465,27 ,"	86%"
Sabah,1/1/19,cash_crops,1482.7,14580.2,"	28 ",82%
Sabah,1/1/20,cash_crops,1298.4,11209.7,"	28 ","	81%"
Sabah,1/1/21,cash_crops,1323.7,11143.9,26 ,88%
Sabah,1/1/22,cash_crops,1485.6,10526,"	27 ",84%
Sabah,1/1/17,coconut,16726.2,49335.3,28 ,81%
Sabah,1/1/18,coconut,16968.4,50477.5,27 ,"	86%"
Sabah,1/1/19,coconut,17041,55337.1,"	28 ",82%
Sabah,1/1/20,coconut,17274.7,57392.1,"	28 ","	81%"
Sabah,1/1/21,coconut,18257.7,59214.8,26 ,88%
Sabah,1/1/22,coconut,18631.8,61517.9,"	27 ",84%
Sabah,1/1/17,vegetables,59.9,7976625,28 ,81%
Sabah,1/1/18,vegetables,61,8120204,27 ,"	86%"
Sabah,1/1/19,vegetables,62.1,8274488,"	28 ",82%
Sabah,1/1/20,vegetables,60.4,6305160,"	28 ","	81%"
Sabah,1/1/21,vegetables,62.7,6662662,26 ,88%
Sabah,1/1/22,vegetables,63.5,6782590,"	27 ",84%
Sabah,1/1/17,fruits,17592.5,108917.5,28 ,81%
Sabah,1/1/18,fruits,18093.2,108138.7,27 ,"	86%"
Sabah,1/1/19,fruits,18484,127771.1,"	28 ",82%
Sabah,1/1/20,fruits,19112.5,123396.6,"	28 ","	81%"
Sabah,1/1/21,fruits,20301.3,123132.2,26 ,88%
Sabah,1/1/22,fruits,20922.2,106700,"	27 ",84%
Sabah,1/1/17,herbs,0,0,28 ,81%
Sabah,1/1/18,herbs,0,0,27 ,"	86%"
Sabah,1/1/19,herbs,1.2,0.9,"	28 ",82%
Sabah,1/1/20,herbs,1.2,0.4,"	28 ","	81%"
Sabah,1/1/21,herbs,1.2,0.4,26 ,88%
Sabah,1/1/22,herbs,6.2,0,"	27 ",84%
Sabah,1/1/17,industrial_crops,18990.1,54902.3,28 ,81%
Sabah,1/1/18,industrial_crops,19388,55713.9,27 ,"	86%"
Sabah,1/1/19,industrial_crops,19501.6,60823.8,"	28 ",82%
Sabah,1/1/20,industrial_crops,19287.6,61436.4,"	28 ","	81%"
Sabah,1/1/21,industrial_crops,20336,62926.4,26 ,88%
Sabah,1/1/22,industrial_crops,20836.1,64810.3,"	27 ",84%
Sabah,1/1/17,paddy,42157,110936,28 ,81%
Sabah,1/1/18,paddy,42442,122390,27 ,"	86%"
Sabah,1/1/19,paddy,43546,112569,"	28 ",82%
Sabah,1/1/20,paddy,40446,117846,"	28 ","	81%"
Sabah,1/1/21,paddy,38732,112284,26 ,88%
Sabah,1/1/22,paddy,37323,107565,"	27 ",84%
Sabah,1/1/17,spices,461.6,2386.8,28 ,81%
Sabah,1/1/18,spices,398.8,2193.2,27 ,"	86%"
Sabah,1/1/19,spices,387,2442.2,"	28 ",82%
Sabah,1/1/20,spices,463.1,2536.2,"	28 ","	81%"
Sabah,1/1/21,spices,430.5,2744.8,26 ,88%
Sabah,1/1/22,spices,452.1,2921.6,"	27 ",84%
Sabah,1/1/17,flowers,4350.7,43623.7,28 ,81%
Sabah,1/1/18,flowers,4348.4,42767,27 ,"	86%"
Sabah,1/1/19,flowers,4541.9,46227.3,"	28 ",82%
Sabah,1/1/20,flowers,4363.8,43271.7,"	28 ","	81%"
Sabah,1/1/21,flowers,4160.9,41448.8,26 ,88%
Sabah,1/1/22,flowers,4353.1,46681.9,"	27 ",84%
Sarawak,1/1/17,cash_crops,4533.3,27179.8,27 ,87%
Sarawak,1/1/18,cash_crops,3078.8,14335.9,26 ,88%
Sarawak,1/1/19,cash_crops,1789,16805.9,27 ,"	87%"
Sarawak,1/1/20,cash_crops,4108.1,25114.6,27 ,"	89%"
Sarawak,1/1/21,cash_crops,3780.1,24524.4,"	26 ",91%
Sarawak,1/1/22,cash_crops,3705.3,23436,26 ,89%
Sarawak,1/1/17,coconut,12635.1,30627.8,27 ,87%
Sarawak,1/1/18,coconut,13258.7,30113.5,26 ,88%
Sarawak,1/1/19,coconut,12401.1,54023.3,27 ,"	87%"
Sarawak,1/1/20,coconut,12003.3,51490.3,27 ,"	89%"
Sarawak,1/1/21,coconut,11947.8,24139.1,"	26 ",91%
Sarawak,1/1/22,coconut,12100.3,24522.3,26 ,89%
Sarawak,1/1/17,vegetables,72.9,1208083,27 ,87%
Sarawak,1/1/18,vegetables,74.2,1229829,26 ,88%
Sarawak,1/1/19,vegetables,75.6,1253195,27 ,"	87%"
Sarawak,1/1/20,vegetables,73.5,954935,27 ,"	89%"
Sarawak,1/1/21,vegetables,76.2,1009080,"	26 ",91%
Sarawak,1/1/22,vegetables,77.1,1025225,26 ,89%
Sarawak,1/1/17,fruits,35248.7,150688.5,27 ,87%
Sarawak,1/1/18,fruits,37078.3,141047.3,26 ,88%
Sarawak,1/1/19,fruits,35769.8,160713.7,27 ,"	87%"
Sarawak,1/1/20,fruits,36868.7,174313.9,27 ,"	89%"
Sarawak,1/1/21,fruits,36814.1,145573,"	26 ",91%
Sarawak,1/1/22,fruits,36397.5,147922.3,26 ,89%
Sarawak,1/1/17,herbs,685.4,3016.4,27 ,87%
Sarawak,1/1/18,herbs,666.5,2842.4,26 ,88%
Sarawak,1/1/19,herbs,665,2854.7,27 ,"	87%"
Sarawak,1/1/20,herbs,654.4,2809.4,27 ,"	89%"
Sarawak,1/1/21,herbs,643.6,2947.6,"	26 ",91%
Sarawak,1/1/22,herbs,637.9,2981.2,26 ,89%
Sarawak,1/1/17,industrial_crops,55903.7,239297.5,27 ,87%
Sarawak,1/1/18,industrial_crops,55459.1,104710.7,26 ,88%
Sarawak,1/1/19,industrial_crops,58192.5,249948.7,27 ,"	87%"
Sarawak,1/1/20,industrial_crops,80396.3,182901.1,27 ,"	89%"
Sarawak,1/1/21,industrial_crops,80408.3,155557.2,"	26 ",91%
Sarawak,1/1/22,industrial_crops,48509.1,127987.5,26 ,89%
Sarawak,1/1/17,paddy,120713,246305,27 ,87%
Sarawak,1/1/18,paddy,135426,265358,26 ,88%
Sarawak,1/1/19,paddy,109261,215491,27 ,"	87%"
Sarawak,1/1/20,paddy,90865.2,167588.9,27 ,"	89%"
Sarawak,1/1/21,paddy,83143,148903,"	26 ",91%
Sarawak,1/1/22,paddy,77943,147272,26 ,89%
Sarawak,1/1/17,spices,544,3556.3,27 ,87%
Sarawak,1/1/18,spices,473.7,2744.3,26 ,88%
Sarawak,1/1/19,spices,465.7,2700.5,27 ,"	87%"
Sarawak,1/1/20,spices,498.9,2988.4,27 ,"	89%"
Sarawak,1/1/21,spices,496.7,2919.6,"	26 ",91%
Sarawak,1/1/22,spices,481.8,2863.1,26 ,89%
Sarawak,1/1/17,flowers,5031.1,51872.4,27 ,87%
Sarawak,1/1/18,flowers,4533.7,43691,26 ,88%
Sarawak,1/1/19,flowers,6098.2,61348.8,27 ,"	87%"
Sarawak,1/1/20,flowers,6057.6,62163.5,27 ,"	89%"
Sarawak,1/1/21,flowers,5595.3,56647.8,"	26 ",91%
Sarawak,1/1/22,flowers,5255.3,53191.2,26 ,89%
Selangor,1/1/17,cash_crops,1295.4,20445.2,27 ,"	81%"
Selangor,1/1/18,cash_crops,1220.5,17368.8,26 ,83%
Selangor,1/1/19,cash_crops,1108.3,16707.2,28 ,"	80%"
Selangor,1/1/20,cash_crops,1061.8,13330.3,29 ,81%
Selangor,1/1/21,cash_crops,936.9,11764.4,"27 	","	77%"
Selangor,1/1/22,cash_crops,605.6,9411.1,28 ,78%
Selangor,1/1/17,coconut,8816.5,103435.4,27 ,"	81%"
Selangor,1/1/18,coconut,9860.2,95641.5,26 ,83%
Selangor,1/1/19,coconut,15075.7,99760.7,28 ,"	80%"
Selangor,1/1/20,coconut,10239.1,105129.1,29 ,81%
Selangor,1/1/21,coconut,9119.7,107558.9,"27 	","	77%"
Selangor,1/1/22,coconut,9526.4,110783.8,28 ,78%
Selangor,1/1/17,vegetables,289.5,65598764,27 ,"	81%"
Selangor,1/1/18,vegetables,294.7,66779541,26 ,83%
Selangor,1/1/19,vegetables,300.3,68048353,28 ,"	80%"
Selangor,1/1/20,vegetables,291.9,51852845,29 ,81%
Selangor,1/1/21,vegetables,267.3,46579410,"27 	","	77%"
Selangor,1/1/22,vegetables,270.5,47324681,28 ,78%
Selangor,1/1/17,fruits,2055.1,19392.2,27 ,"	81%"
Selangor,1/1/18,fruits,2019,33180.1,26 ,83%
Selangor,1/1/19,fruits,2038.2,29414.3,28 ,"	80%"
Selangor,1/1/20,fruits,2096.1,33288.1,29 ,81%
Selangor,1/1/21,fruits,5288.1,35605.4,"27 	","	77%"
Selangor,1/1/22,fruits,1971.6,41376.1,28 ,78%
Selangor,1/1/17,herbs,85.8,1206.6,27 ,"	81%"
Selangor,1/1/18,herbs,91.2,668.8,26 ,83%
Selangor,1/1/19,herbs,91.9,710.6,28 ,"	80%"
Selangor,1/1/20,herbs,88.3,496.7,29 ,81%
Selangor,1/1/21,herbs,82.7,513.2,"27 	","	77%"
Selangor,1/1/22,herbs,82.8,758.2,28 ,78%
Selangor,1/1/17,industrial_crops,9101.4,105262.3,27 ,"	81%"
Selangor,1/1/18,industrial_crops,10144.9,96713.3,26 ,83%
Selangor,1/1/19,industrial_crops,15351.1,103500.1,28 ,"	80%"
Selangor,1/1/20,industrial_crops,10522.2,108042.6,29 ,81%
Selangor,1/1/21,industrial_crops,9398.3,111953,"27 	","	77%"
Selangor,1/1/22,industrial_crops,9596.9,114565.9,28 ,78%
Selangor,1/1/17,paddy,36708,165571,27 ,"	81%"
Selangor,1/1/18,paddy,36868,174432,26 ,83%
Selangor,1/1/19,paddy,36602,174088,28 ,"	80%"
Selangor,1/1/20,paddy,36004,159535,29 ,81%
Selangor,1/1/21,paddy,35885,155631,"27 	","	77%"
Selangor,1/1/22,paddy,35539,153492,28 ,78%
Selangor,1/1/17,spices,476.2,5875.8,27 ,"	81%"
Selangor,1/1/18,spices,394.9,4984.1,26 ,83%
Selangor,1/1/19,spices,401.4,4712.3,28 ,"	80%"
Selangor,1/1/20,spices,259.7,2742.3,29 ,81%
Selangor,1/1/21,spices,280.4,3672.6,"27 	","	77%"
Selangor,1/1/22,spices,231.8,2871.7,28 ,78%
Selangor,1/1/17,flowers,2626.1,36690.1,27 ,"	81%"
Selangor,1/1/18,flowers,2323.9,32258.5,26 ,83%
Selangor,1/1/19,flowers,2683.4,38795.7,28 ,"	80%"
Selangor,1/1/20,flowers,2337.7,31659.7,29 ,81%
Selangor,1/1/21,flowers,2520.6,34051.3,"27 	","	77%"
Selangor,1/1/22,flowers,2365.4,32896.7,28 ,78%
Terengganu,1/1/17,cash_crops,664.9,6525.1,27 ,86%
Terengganu,1/1/18,cash_crops,624,5741.1,26 ,86%
Terengganu,1/1/19,cash_crops,468.3,3825.1,"	27 ",83%
Terengganu,1/1/20,cash_crops,388.3,3328.8,"	27 ","	82%"
Terengganu,1/1/21,cash_crops,398.2,4033.4,26 ,81%
Terengganu,1/1/22,cash_crops,413,4013.4,27 ,84%
Terengganu,1/1/17,coconut,4231,17079.8,27 ,86%
Terengganu,1/1/18,coconut,4064.9,20607,26 ,86%
Terengganu,1/1/19,coconut,4991.9,16144.2,"	27 ",83%
Terengganu,1/1/20,coconut,4657.9,15513.6,"	27 ","	82%"
Terengganu,1/1/21,coconut,2359.8,20120.7,26 ,81%
Terengganu,1/1/22,coconut,2406.5,18248.3,27 ,84%
Terengganu,1/1/17,vegetables,10,251040,27 ,86%
Terengganu,1/1/18,vegetables,10.2,255559,26 ,86%
Terengganu,1/1/19,vegetables,10.4,260414,"	27 ",83%
Terengganu,1/1/20,vegetables,10.1,198436,"	27 ","	82%"
Terengganu,1/1/21,vegetables,11.1,254772,26 ,81%
Terengganu,1/1/22,vegetables,11.3,258593,27 ,84%
Terengganu,1/1/17,fruits,6151.2,48781.4,27 ,86%
Terengganu,1/1/18,fruits,7709,50831.2,26 ,86%
Terengganu,1/1/19,fruits,7579.6,57368.9,"	27 ",83%
Terengganu,1/1/20,fruits,7399.6,34879.6,"	27 ","	82%"
Terengganu,1/1/21,fruits,7652.9,49649.6,26 ,81%
Terengganu,1/1/22,fruits,7184.4,27278.9,27 ,84%
Terengganu,1/1/17,herbs,156.2,359.9,27 ,86%
Terengganu,1/1/18,herbs,477.7,208.6,26 ,86%
Terengganu,1/1/19,herbs,269.1,409,"	27 ",83%
Terengganu,1/1/20,herbs,120.1,267.9,"	27 ","	82%"
Terengganu,1/1/21,herbs,113.4,333.9,26 ,81%
Terengganu,1/1/22,herbs,124.4,226.6,27 ,84%
Terengganu,1/1/17,industrial_crops,4253.9,17240.2,27 ,86%
Terengganu,1/1/18,industrial_crops,4975.8,20803,26 ,86%
Terengganu,1/1/19,industrial_crops,5900.3,16309.2,"	27 ",83%
Terengganu,1/1/20,industrial_crops,5225,15645.2,"	27 ","	82%"
Terengganu,1/1/21,industrial_crops,3297.2,20282.1,26 ,81%
Terengganu,1/1/22,industrial_crops,3369.3,18454.1,27 ,84%
Terengganu,1/1/17,paddy,16919,67715,27 ,86%
Terengganu,1/1/18,paddy,17431,74335,26 ,86%
Terengganu,1/1/19,paddy,18341,71382,"	27 ",83%
Terengganu,1/1/20,paddy,19071,73723,"	27 ","	82%"
Terengganu,1/1/21,paddy,19601,72023,26 ,81%
Terengganu,1/1/22,paddy,18957,62712,27 ,84%
Terengganu,1/1/17,spices,219.3,1303.7,27省C,86%
Terengganu,1/1/18,spices,222.4,1043.6,26 ,86%
Terengganu,1/1/19,spices,129,864.9,"	27 ",83%
Terengganu,1/1/20,spices,110.9,990.2,"	27 ","	82%"
Terengganu,1/1/21,spices,175.1,797,26 ,81%
Terengganu,1/1/22,spices,167.9,955,27 ,84%
Terengganu,1/1/17,flowers,1306.1,18018,27 ,86%
Terengganu,1/1/18,flowers,1181.5,16870,26 ,86%
Terengganu,1/1/19,flowers,1139.6,15264.2,"	27 ",83%
Terengganu,1/1/20,flowers,981.4,11874.2,"	27 ","	82%"
Terengganu,1/1/21,flowers,1185.3,15112.1,26 ,81%
Terengganu,1/1/22,flowers,1069.3,15052.6,27 ,84%
W.P. Kuala Lumpur,1/1/17,cash_crops,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,cash_crops,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,cash_crops,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,cash_crops,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,cash_crops,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,cash_crops,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,coconut,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,coconut,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,coconut,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,coconut,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,coconut,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,coconut,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,vegetables,8,977475,27省C,81%
W.P. Kuala Lumpur,1/1/18,vegetables,8.1,995069,26 ,83%
W.P. Kuala Lumpur,1/1/19,vegetables,8.3,1013976,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,vegetables,8.1,772649,29 ,81%
W.P. Kuala Lumpur,1/1/21,vegetables,8.4,816459,27 ,77%
W.P. Kuala Lumpur,1/1/22,vegetables,8.4,819724,28 ,78%
W.P. Kuala Lumpur,1/1/17,fruits,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,fruits,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,fruits,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,fruits,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,fruits,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,fruits,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,herbs,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,herbs,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,herbs,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,herbs,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,herbs,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,herbs,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,industrial_crops,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,industrial_crops,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,industrial_crops,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,industrial_crops,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,industrial_crops,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,industrial_crops,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,paddy,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,paddy,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,paddy,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,paddy,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,paddy,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,paddy,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,spices,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,spices,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,spices,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,spices,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,spices,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,spices,0,0,28 ,78%
W.P. Kuala Lumpur,1/1/17,flowers,0,0,27省C,81%
W.P. Kuala Lumpur,1/1/18,flowers,0,0,26 ,83%
W.P. Kuala Lumpur,1/1/19,flowers,0,0,28 ,"	80%"
W.P. Kuala Lumpur,1/1/20,flowers,0,0,29 ,81%
W.P. Kuala Lumpur,1/1/21,flowers,0,0,27 ,77%
W.P. Kuala Lumpur,1/1/22,flowers,0,0,28 ,78%
W.P. Labuan,1/1/17,cash_crops,4.3,35.4,"	28 ",83%
W.P. Labuan,1/1/18,cash_crops,3.5,31.2,27 ,89%
W.P. Labuan,1/1/19,cash_crops,3.4,31.2,28 ,"	84%"
W.P. Labuan,1/1/20,cash_crops,1.2,8.4,28 ,80%
W.P. Labuan,1/1/21,cash_crops,0,0,27 ,"	86%"
W.P. Labuan,1/1/22,cash_crops,0,0,27 ,86%
W.P. Labuan,1/1/17,coconut,152.5,630.1,"	28 ",83%
W.P. Labuan,1/1/18,coconut,158.4,516.8,27 ,89%
W.P. Labuan,1/1/19,coconut,129.3,487.2,28 ,"	84%"
W.P. Labuan,1/1/20,coconut,90.9,408.9,28 ,80%
W.P. Labuan,1/1/21,coconut,91.4,436.5,27 ,"	86%"
W.P. Labuan,1/1/22,coconut,71.3,405.1,27 ,86%
W.P. Labuan,1/1/17,vegetables,8,111813,"	28 ",83%
W.P. Labuan,1/1/18,vegetables,8.1,113826,27 ,89%
W.P. Labuan,1/1/19,vegetables,8.3,115989,28 ,"	84%"
W.P. Labuan,1/1/20,vegetables,8.1,88383,28 ,80%
W.P. Labuan,1/1/21,vegetables,8.4,93395,27 ,"	86%"
W.P. Labuan,1/1/22,vegetables,8.4,94235,27 ,86%
W.P. Labuan,1/1/17,fruits,175.6,343.9,"	28 ",83%
W.P. Labuan,1/1/18,fruits,168.9,404,27 ,89%
W.P. Labuan,1/1/19,fruits,139.1,394.7,28 ,"	84%"
W.P. Labuan,1/1/20,fruits,73.6,372.5,28 ,80%
W.P. Labuan,1/1/21,fruits,74.9,336.5,27 ,"	86%"
